algorithm,scenario_name,num_cloudlets,seed,population,iterations,episodes,w_energy,w_makespan,w_violation,makespan_sec,makespan_ms,total_energy_j,avg_waiting_sec,avg_waiting_ms,finished_cloudlets,mapping_time_ms,peak_memory_mb,deadline_miss_rate,avg_tardiness_sec,unit_note
DBDE,Scenario_5000,5000,1025,200,100,0,0.20,0.70,0.10,1664.3871,1664387.1429,249673.6150,254.1148,254114.7973,5000,12527,0,1.0000,224.4131,ms and sec explicitly named
DQN,Scenario_500,500,1011,0,0,200,0.20,0.70,0.10,125.0192,125019.2208,18757.1744,27.5203,27520.3125,500,61081,0,1.0000,28.5525,ms and sec explicitly named
DQN,Scenario_1000,1000,1010,0,0,200,0.20,0.70,0.10,413.8114,413811.4286,62079.6409,52.3423,52342.2530,1000,96091,1958,1.0000,55.7837,ms and sec explicitly named
GO,Scenario_5000,5000,1007,200,100,0,0.20,0.70,0.10,2576.8114,2576811.4286,386532.3252,360.4137,360413.6864,5000,18197,2539,1.0000,340.3428,ms and sec explicitly named
DWOA,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,2040.8414,2040841.4286,306137.6088,314.7426,314742.6153,5000,10039,0,1.0000,287.6885,ms and sec explicitly named
DWOA,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,1909.2529,1909252.8571,286396.8984,303.7086,303708.6413,5000,10231,0,1.0000,285.9316,ms and sec explicitly named
GO,Scenario_5000,5000,1008,200,100,0,0.20,0.70,0.10,2682.8829,2682882.8571,402443.4994,361.4950,361495.0298,5000,17632,0,1.0000,342.5619,ms and sec explicitly named
DQN,Scenario_1000,1000,1021,0,0,200,0.20,0.70,0.10,377.0443,377044.2857,56563.3995,54.3007,54300.6501,1000,94651,0,1.0000,58.1754,ms and sec explicitly named
I-COA,Scenario_5000,5000,1005,200,100,0,0.20,0.70,0.10,2830.6629,2830662.8571,424608.7465,392.1006,392100.5896,5000,14941,5165,1.0000,380.2189,ms and sec explicitly named
DQN,Scenario_500,500,1022,0,0,200,0.20,0.70,0.10,176.7343,176734.2857,26515.2398,26.9613,26961.3075,500,55435,2341,1.0000,30.2762,ms and sec explicitly named
GO,Scenario_5000,5000,1009,200,100,0,0.20,0.70,0.10,2515.3300,2515330.0000,377311.1408,372.9105,372910.5193,5000,18515,0,1.0000,353.4281,ms and sec explicitly named
I-COA,Scenario_5000,5000,1006,200,100,0,0.20,0.70,0.10,2641.7100,2641710.0000,396265.7006,376.6002,376600.1789,5000,10723,187,1.0000,369.6578,ms and sec explicitly named
DQN,Scenario_500,500,1012,0,0,200,0.20,0.70,0.10,181.8357,181835.7143,27282.4234,24.6584,24658.3785,500,49069,0,1.0000,27.7090,ms and sec explicitly named
DQN,Scenario_1000,1000,1001,0,0,200,0.20,0.70,0.10,317.5129,317512.8571,47634.6454,51.4280,51427.9982,1000,91736,1574,1.0000,53.8953,ms and sec explicitly named
DQN,Scenario_2000,2000,1004,0,0,200,0.20,0.70,0.10,923.6400,923640.0000,138556.1237,110.0168,110016.8287,2000,219315,0,1.0000,114.5454,ms and sec explicitly named
I-COA,Scenario_5000,5000,1007,200,100,0,0.20,0.70,0.10,2928.0571,2928057.1429,439220.5738,384.1114,384111.4229,5000,12571,0,1.0000,377.6125,ms and sec explicitly named
GO,Scenario_5000,5000,1010,200,100,0,0.20,0.70,0.10,2719.4914,2719491.4286,407935.9468,368.8952,368895.2487,5000,18756,0,1.0000,347.6084,ms and sec explicitly named
I-COA,Scenario_5000,5000,1008,200,100,0,0.20,0.70,0.10,2911.6429,2911642.8571,436758.9495,390.9488,390948.7851,5000,13445,0,1.0000,377.4305,ms and sec explicitly named
GO,Scenario_5000,5000,1011,200,100,0,0.20,0.70,0.10,2442.2971,2442297.1429,366356.5687,361.1034,361103.4223,5000,17984,0,1.0000,345.8364,ms and sec explicitly named
I-COA,Scenario_5000,5000,1009,200,100,0,0.20,0.70,0.10,2798.3871,2798387.1429,419767.5415,388.5143,388514.3300,5000,10780,0,1.0000,380.3178,ms and sec explicitly named
DQN,Scenario_500,500,1023,0,0,200,0.20,0.70,0.10,217.5229,217522.8571,32634.3628,27.3372,27337.1663,500,50067,0,1.0000,30.2879,ms and sec explicitly named
DQN,Scenario_1000,1000,1029,0,0,200,0.20,0.70,0.10,331.2414,331241.4286,49692.2972,52.3800,52379.9733,1000,107508,0,1.0000,55.5134,ms and sec explicitly named
DGWO,Scenario_1000,1000,1000,200,100,0,0.20,0.70,0.10,582.4429,582442.8571,87376.2030,59.2505,59250.4895,1000,2025,0,1.0000,43.7196,ms and sec explicitly named
DGWO,Scenario_1000,1000,1001,200,100,0,0.20,0.70,0.10,452.4071,452407.1429,67869.9482,55.6649,55664.9238,1000,3160,2482,1.0000,42.7643,ms and sec explicitly named
DQN,Scenario_5000,5000,1007,0,0,200,0.20,0.70,0.10,1397.6000,1397600.0000,209652.7319,247.7646,247764.6449,5000,489816,11305,1.0000,252.2718,ms and sec explicitly named
DGWO,Scenario_1000,1000,1002,200,100,0,0.20,0.70,0.10,574.2214,574221.4286,86141.8406,59.5685,59568.4511,1000,1977,0,1.0000,43.9431,ms and sec explicitly named
DGWO,Scenario_1000,1000,1003,200,100,0,0.20,0.70,0.10,562.2057,562205.7143,84338.2127,62.1998,62199.8327,1000,2502,521,1.0000,42.9240,ms and sec explicitly named
DQN,Scenario_1000,1000,1011,0,0,200,0.20,0.70,0.10,376.7043,376704.2857,56511.9805,52.8749,52874.8530,1000,98892,3714,1.0000,56.3135,ms and sec explicitly named
DGWO,Scenario_1000,1000,1004,200,100,0,0.20,0.70,0.10,532.0771,532077.1429,79820.1134,56.8251,56825.0509,1000,1896,6825,1.0000,43.7740,ms and sec explicitly named
I-COA,Scenario_5000,5000,1010,200,100,0,0.20,0.70,0.10,2628.9043,2628904.2857,394345.4655,385.5809,385580.8910,5000,14918,0,1.0000,376.4948,ms and sec explicitly named
GO,Scenario_5000,5000,1012,200,100,0,0.20,0.70,0.10,2433.0400,2433040.0000,364964.9325,357.8448,357844.7669,5000,21854,0,1.0000,348.8243,ms and sec explicitly named
DGWO,Scenario_1000,1000,1005,200,100,0,0.20,0.70,0.10,547.4243,547424.2857,82122.8780,58.9236,58923.5640,1000,2773,0,1.0000,43.0730,ms and sec explicitly named
DGWO,Scenario_1000,1000,1006,200,100,0,0.20,0.70,0.10,596.3957,596395.7143,89467.6151,59.0590,59059.0331,1000,3611,3668,1.0000,44.5710,ms and sec explicitly named
DGWO,Scenario_1000,1000,1007,200,100,0,0.20,0.70,0.10,508.0171,508017.1429,76211.9794,58.9888,58988.8250,1000,1980,0,1.0000,41.8122,ms and sec explicitly named
DQN,Scenario_500,500,1013,0,0,200,0.20,0.70,0.10,250.9800,250980.0000,37652.9486,27.7107,27710.6993,500,60397,4429,1.0000,31.8381,ms and sec explicitly named
DGWO,Scenario_1000,1000,1008,200,100,0,0.20,0.70,0.10,543.5257,543525.7143,81537.2901,58.7779,58777.8618,1000,2322,0,1.0000,42.3497,ms and sec explicitly named
I-COA,Scenario_5000,5000,1011,200,100,0,0.20,0.70,0.10,2893.7914,2893791.4286,434079.6981,387.2066,387206.6421,5000,11051,0,1.0000,376.7421,ms and sec explicitly named
DQN,Scenario_1000,1000,1022,0,0,200,0.20,0.70,0.10,504.6986,504698.5714,75714.0894,56.1575,56157.5274,1000,96904,0,1.0000,61.6251,ms and sec explicitly named
GO,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,2577.5871,2577587.1429,386648.3106,365.6966,365696.5626,5000,17598,3060,1.0000,352.1160,ms and sec explicitly named
I-COA,Scenario_5000,5000,1012,200,100,0,0.20,0.70,0.10,2597.6014,2597601.4286,389648.2939,383.3621,383362.0613,5000,10156,1961,1.0000,377.0408,ms and sec explicitly named
I-COA,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,2759.3414,2759341.4286,413909.9359,389.5527,389552.6817,5000,10197,0,1.0000,377.3601,ms and sec explicitly named
DQN,Scenario_500,500,1024,0,0,200,0.20,0.70,0.10,230.3114,230311.4286,34553.2133,27.6433,27643.2662,500,53728,6247,1.0000,30.5183,ms and sec explicitly named
DQN,Scenario_2000,2000,1024,0,0,200,0.20,0.70,0.10,520.6486,520648.5714,78106.3457,104.8184,104818.4441,2000,203242,0,1.0000,106.3540,ms and sec explicitly named
GO,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,2403.0443,2403044.2857,360469.9416,354.2995,354299.4674,5000,18496,0,1.0000,342.4523,ms and sec explicitly named
DQN,Scenario_1000,1000,1002,0,0,200,0.20,0.70,0.10,448.8986,448898.5714,67342.4038,54.5942,54594.2162,1000,98206,3066,1.0000,58.5567,ms and sec explicitly named
I-COA,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,2782.5571,2782557.1429,417392.7951,388.3091,388309.0548,5000,10051,1006,1.0000,376.8552,ms and sec explicitly named
DBDE,Scenario_5000,5000,1026,200,100,0,0.20,0.70,0.10,1489.9643,1489964.2857,223505.5490,253.0874,253087.3937,5000,8572,4789,1.0000,225.5653,ms and sec explicitly named
DQN,Scenario_2000,2000,1014,0,0,200,0.20,0.70,0.10,794.9029,794902.8571,119243.7310,103.8387,103838.7074,2000,221780,2204,1.0000,104.3878,ms and sec explicitly named
GO,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,2714.5329,2714532.8571,407192.5599,366.0359,366035.9293,5000,16911,0,1.0000,345.0865,ms and sec explicitly named
DQN,Scenario_2000,2000,1001,0,0,200,0.20,0.70,0.10,943.7400,943740.0000,141570.0059,109.6548,109654.7593,2000,209938,0,1.0000,109.6484,ms and sec explicitly named
DBDE,Scenario_5000,5000,1027,200,100,0,0.20,0.70,0.10,1571.3357,1571335.7143,235716.5342,256.1341,256134.0998,5000,9612,7023,1.0000,225.6419,ms and sec explicitly named
DQN,Scenario_500,500,1014,0,0,200,0.20,0.70,0.10,209.4743,209474.2857,31426.0784,29.1434,29143.3503,500,55144,0,1.0000,30.9800,ms and sec explicitly named
DBDE,Scenario_5000,5000,1028,200,100,0,0.20,0.70,0.10,1403.1143,1403114.2857,210486.0208,253.2876,253287.6147,5000,9462,0,1.0000,227.6795,ms and sec explicitly named
DBDE,Scenario_5000,5000,1029,200,100,0,0.20,0.70,0.10,1671.3957,1671395.7143,250723.9956,255.4108,255410.7558,5000,7776,0,1.0000,225.9627,ms and sec explicitly named
DQN,Scenario_1000,1000,1012,0,0,200,0.20,0.70,0.10,383.2229,383222.8571,57490.1118,55.4098,55409.7519,1000,94328,0,1.0000,58.4314,ms and sec explicitly named
I-COA,Scenario_5000,5000,1000,200,100,0,0.20,0.70,0.10,2825.9143,2825914.2857,423899.7144,385.5550,385555.0452,5000,14123,3773,1.0000,377.9170,ms and sec explicitly named
I-COA,Scenario_5000,5000,1001,200,100,0,0.20,0.70,0.10,20379.5906,20379590.5714,3057007.3422,433.0238,433023.8043,5000,11267,1825,1.0000,422.6904,ms and sec explicitly named
DQN,Scenario_1000,1000,1023,0,0,200,0.20,0.70,0.10,413.2714,413271.4286,61997.5977,55.0095,55009.4658,1000,98800,1647,1.0000,57.6052,ms and sec explicitly named
I-COA,Scenario_5000,5000,1002,200,100,0,0.20,0.70,0.10,2832.0243,2832024.2857,424816.4524,394.3169,394316.9060,5000,11890,0,1.0000,377.9790,ms and sec explicitly named
I-COA,Scenario_5000,5000,1003,200,100,0,0.20,0.70,0.10,2462.8486,2462848.5714,369436.0931,374.8901,374890.1300,5000,12322,6539,1.0000,373.8759,ms and sec explicitly named
DQN,Scenario_5000,5000,1017,0,0,200,0.20,0.70,0.10,1408.3957,1408395.7143,211269.1776,249.1499,249149.9278,5000,503778,529,1.0000,253.4021,ms and sec explicitly named
DQN,Scenario_1000,1000,1003,0,0,200,0.20,0.70,0.10,444.8471,444847.1429,66736.3675,54.2562,54256.1600,1000,100934,226,1.0000,58.9957,ms and sec explicitly named
I-COA,Scenario_5000,5000,1004,200,100,0,0.20,0.70,0.10,2799.0457,2799045.7143,419865.1117,389.1598,389159.8316,5000,14779,3185,1.0000,369.9438,ms and sec explicitly named
DQN,Scenario_5000,5000,1000,0,0,200,0.20,0.70,0.10,1509.4900,1509490.0000,226438.6844,246.4115,246411.4567,5000,506647,3706,1.0000,248.4309,ms and sec explicitly named
DQN,Scenario_2000,2000,1005,0,0,200,0.20,0.70,0.10,802.4014,802401.4286,120370.6976,104.1768,104176.8328,2000,207746,650,1.0000,111.0723,ms and sec explicitly named
DQN,Scenario_1000,1000,1013,0,0,200,0.20,0.70,0.10,355.3686,355368.5714,53313.9867,50.7549,50754.8838,1000,91054,5227,1.0000,53.5070,ms and sec explicitly named
DQN,Scenario_1000,1000,1024,0,0,200,0.20,0.70,0.10,389.6100,389610.0000,58449.3910,54.2292,54229.2153,1000,90948,0,1.0000,58.8262,ms and sec explicitly named
DQN,Scenario_5000,5000,1027,0,0,200,0.20,0.70,0.10,1642.5186,1642518.5714,246396.1146,252.7038,252703.7778,5000,511894,734,1.0000,256.0704,ms and sec explicitly named
DQN,Scenario_2000,2000,1025,0,0,200,0.20,0.70,0.10,769.6943,769694.2857,115462.5085,104.4698,104469.8059,2000,200110,214,1.0000,110.1106,ms and sec explicitly named
DQN,Scenario_1000,1000,1004,0,0,200,0.20,0.70,0.10,278.2114,278211.4286,41737.7728,53.0907,53090.6534,1000,93962,0,1.0000,55.7954,ms and sec explicitly named
DQN,Scenario_2000,2000,1002,0,0,200,0.20,0.70,0.10,712.0357,712035.7143,106815.4007,102.2100,102209.9718,2000,201124,204,1.0000,104.6584,ms and sec explicitly named
DQN,Scenario_2000,2000,1015,0,0,200,0.20,0.70,0.10,801.2529,801252.8571,120200.3983,102.1948,102194.8425,2000,211669,651,1.0000,106.0773,ms and sec explicitly named
DQN,Scenario_1000,1000,1014,0,0,200,0.20,0.70,0.10,481.0771,481077.1429,72169.4225,55.3799,55379.8900,1000,94077,0,1.0000,56.0358,ms and sec explicitly named
DQN,Scenario_1000,1000,1025,0,0,200,0.20,0.70,0.10,286.0691,286069.0909,42917.6607,50.5936,50593.6477,1000,89142,6184,1.0000,54.0692,ms and sec explicitly named
DQN,Scenario_1000,1000,1005,0,0,200,0.20,0.70,0.10,425.7257,425725.7143,63866.0663,56.2059,56205.8649,1000,90758,0,1.0000,60.0799,ms and sec explicitly named
DQN,Scenario_2000,2000,1006,0,0,200,0.20,0.70,0.10,810.1757,810175.7143,121535.6486,105.6855,105685.4990,2000,191998,0,1.0000,105.1404,ms and sec explicitly named
DQN,Scenario_1000,1000,1015,0,0,200,0.20,0.70,0.10,418.2929,418292.8571,62751.2719,56.3176,56317.5871,1000,91798,0,1.0000,59.4826,ms and sec explicitly named
DQN,Scenario_1000,1000,1026,0,0,200,0.20,0.70,0.10,361.0814,361081.4286,54168.5316,55.2692,55269.1552,1000,91355,3506,1.0000,59.6125,ms and sec explicitly named
DQN,Scenario_1000,1000,1006,0,0,200,0.20,0.70,0.10,398.6357,398635.7143,59802.2000,53.5970,53596.9910,1000,88454,2305,1.0000,58.1559,ms and sec explicitly named
DQN,Scenario_2000,2000,1026,0,0,200,0.20,0.70,0.10,867.0643,867064.2857,130069.9732,107.4993,107499.3360,2000,196550,675,1.0000,107.9354,ms and sec explicitly named
DQN,Scenario_5000,5000,1008,0,0,200,0.20,0.70,0.10,1580.8829,1580882.8571,237146.1428,248.9349,248934.9329,5000,456198,6166,1.0000,252.9351,ms and sec explicitly named
DQN,Scenario_2000,2000,1016,0,0,200,0.20,0.70,0.10,788.4343,788434.2857,118274.8287,104.9069,104906.8693,2000,188775,0,1.0000,106.9449,ms and sec explicitly named
DQN,Scenario_1000,1000,1016,0,0,200,0.20,0.70,0.10,455.7214,455721.4286,68366.4088,55.6337,55633.6574,1000,92207,5397,1.0000,59.2490,ms and sec explicitly named
RoundRobin,Scenario_100000,100000,1024,0,0,0,0.20,0.70,0.10,70136.1559,70136155.9091,10520636.9292,8987.7728,8987772.8498,100000,7,51,1.0000,9039.1676,ms and sec explicitly named
DQN,Scenario_1000,1000,1027,0,0,200,0.20,0.70,0.10,401.1671,401167.1429,60182.1767,54.0918,54091.7883,1000,92349,0,1.0000,57.5047,ms and sec explicitly named
DQN,Scenario_1000,1000,1007,0,0,200,0.20,0.70,0.10,292.0400,292040.0000,43812.0510,50.9098,50909.7543,1000,87722,0,1.0000,52.1921,ms and sec explicitly named
SJF,Scenario_100000,100000,1014,0,0,0,0.20,0.70,0.10,73726.7842,73726784.2308,11059401.6061,7847.7101,7847710.1225,100000,53,489,1.0000,7809.7365,ms and sec explicitly named
DQN,Scenario_2000,2000,1007,0,0,200,0.20,0.70,0.10,474.8629,474862.8571,71239.1347,96.8824,96882.4443,2000,194764,1227,1.0000,97.7635,ms and sec explicitly named
DQN,Scenario_1000,1000,1017,0,0,200,0.20,0.70,0.10,474.6829,474682.8571,71211.1253,54.9592,54959.2440,1000,94876,0,1.0000,57.1297,ms and sec explicitly named
DQN,Scenario_1000,1000,1028,0,0,200,0.20,0.70,0.10,368.8371,368837.1429,55331.3073,53.4034,53403.4403,1000,92899,2113,1.0000,56.4979,ms and sec explicitly named
DQN,Scenario_1000,1000,1008,0,0,200,0.20,0.70,0.10,364.0300,364030.0000,54611.5200,52.7002,52700.2211,1000,89263,0,1.0000,53.1514,ms and sec explicitly named
DQN,Scenario_5000,5000,1018,0,0,200,0.20,0.70,0.10,1294.3143,1294314.2857,194159.8589,245.8495,245849.4940,5000,466390,3527,1.0000,243.7237,ms and sec explicitly named
DQN,Scenario_2000,2000,1027,0,0,200,0.20,0.70,0.10,644.2043,644204.2857,96638.4230,103.1109,103110.9086,2000,184562,1177,1.0000,103.8067,ms and sec explicitly named
DQN,Scenario_5000,5000,1001,0,0,200,0.20,0.70,0.10,1572.1314,1572131.4286,235840.3655,249.9902,249990.1666,5000,461663,0,1.0000,250.4463,ms and sec explicitly named
DQN,Scenario_2000,2000,1017,0,0,200,0.20,0.70,0.10,440.1257,440125.7143,66025.9703,100.3871,100387.0743,2000,180507,0,1.0000,102.6121,ms and sec explicitly named
DQN,Scenario_1000,1000,1018,0,0,200,0.20,0.70,0.10,574.3300,574330.0000,86157.9387,58.5882,58588.1953,1000,89054,1014,1.0000,61.0881,ms and sec explicitly named
SJF,Scenario_100000,100000,1004,0,0,0,0.20,0.70,0.10,73726.7842,73726784.2308,11059401.6061,7847.7101,7847710.1225,100000,99,1120,1.0000,7874.0120,ms and sec explicitly named
DQN,Scenario_5000,5000,1028,0,0,200,0.20,0.70,0.10,1140.1143,1140114.2857,171027.5543,242.6859,242685.9350,5000,475337,948,1.0000,248.5765,ms and sec explicitly named
DQN,Scenario_2000,2000,1008,0,0,200,0.20,0.70,0.10,654.7386,654738.5714,98218.7575,104.2052,104205.2463,2000,174197,0,1.0000,104.5879,ms and sec explicitly named
RoundRobin,Scenario_100000,100000,1015,0,0,0,0.20,0.70,0.10,70136.1559,70136155.9091,10520636.9292,8987.7728,8987772.8498,100000,8,75,1.0000,8971.5136,ms and sec explicitly named
DQN,Scenario_2000,2000,1028,0,0,200,0.20,0.70,0.10,1129.1871,1129187.1429,169389.3328,117.3975,117397.5228,2000,172777,0,1.0000,120.5600,ms and sec explicitly named
DQN,Scenario_2000,2000,1018,0,0,200,0.20,0.70,0.10,745.4057,745405.7143,111819.8582,102.8684,102868.4372,2000,173591,0,1.0000,103.6661,ms and sec explicitly named
SJF,Scenario_100000,100000,1024,0,0,0,0.20,0.70,0.10,73726.7842,73726784.2308,11059401.6061,7847.7101,7847710.1225,100000,70,282,1.0000,7853.2796,ms and sec explicitly named
FCFS,Scenario_100000,100000,1015,0,0,0,0.20,0.70,0.10,77919.2442,77919244.2308,11688156.9265,9370.4570,9370457.0337,100000,7,53,1.0000,9375.6694,ms and sec explicitly named
DQN,Scenario_5000,5000,1009,0,0,200,0.20,0.70,0.10,1445.6614,1445661.4286,216865.1230,246.2466,246246.5517,5000,436190,0,1.0000,252.5739,ms and sec explicitly named
DQN,Scenario_2000,2000,1009,0,0,200,0.20,0.70,0.10,742.5286,742528.5714,111388.8291,109.3319,109331.9455,2000,170354,955,1.0000,113.2460,ms and sec explicitly named
PSO-SA,Scenario_100000,100000,1003,200,100,0,0.20,0.70,0.10,71798.1189,71798118.8636,10769927.4755,9034.0558,9034055.7543,100000,136994,5185,1.0000,9005.2365,ms and sec explicitly named
DQN,Scenario_2000,2000,1029,0,0,200,0.20,0.70,0.10,508.0555,508055.4545,76215.6269,99.7517,99751.6948,2000,171199,0,1.0000,103.4390,ms and sec explicitly named
DGWO,Scenario_2000,2000,1000,200,100,0,0.20,0.70,0.10,785.4671,785467.1429,117829.8043,109.5721,109572.1374,2000,3801,359,1.0000,95.2074,ms and sec explicitly named
DGWO,Scenario_2000,2000,1001,200,100,0,0.20,0.70,0.10,895.1871,895187.1429,134290.6247,111.3944,111394.4490,2000,3769,293,1.0000,94.4223,ms and sec explicitly named
DGWO,Scenario_2000,2000,1002,200,100,0,0.20,0.70,0.10,803.6486,803648.5714,120557.1311,109.9589,109958.8532,2000,3789,0,1.0000,96.2980,ms and sec explicitly named
DQN,Scenario_2000,2000,1019,0,0,200,0.20,0.70,0.10,738.3471,738347.1429,110760.5958,106.3585,106358.4923,2000,170886,873,1.0000,111.8383,ms and sec explicitly named
RoundRobin,Scenario_100000,100000,1005,0,0,0,0.20,0.70,0.10,70136.1559,70136155.9091,10520636.9292,8987.7728,8987772.8498,100000,14,60,1.0000,8999.8087,ms and sec explicitly named
DQN,Scenario_5000,5000,1019,0,0,200,0.20,0.70,0.10,1562.9743,1562974.2857,234461.8482,246.6967,246696.7498,5000,427783,0,1.0000,250.0086,ms and sec explicitly named
FCFS,Scenario_100000,100000,1025,0,0,0,0.20,0.70,0.10,77919.2442,77919244.2308,11688156.9265,9370.4570,9370457.0337,100000,8,32,1.0000,9349.4388,ms and sec explicitly named
DQN,Scenario_5000,5000,1002,0,0,200,0.20,0.70,0.10,1435.5429,1435542.8571,215348.9715,246.2958,246295.7872,5000,426494,2889,1.0000,249.3705,ms and sec explicitly named
DQN,Scenario_2000,2000,1010,0,0,200,0.20,0.70,0.10,821.1714,821171.4286,123186.4626,104.1056,104105.6041,2000,170227,579,1.0000,107.8654,ms and sec explicitly named
DBDE,Scenario_100000,100000,1000,200,100,0,0.20,0.70,0.10,47604.8294,47604829.4444,7140817.3592,7203.4357,7203435.6664,100000,275712,5330,1.0000,6881.4280,ms and sec explicitly named
FCFS,Scenario_100000,100000,1000,0,0,0,0.20,0.70,0.10,77919.2442,77919244.2308,11688156.9265,9370.4570,9370457.0337,100000,13,60,1.0000,9349.7298,ms and sec explicitly named
DQN,Scenario_5000,5000,1029,0,0,200,0.20,0.70,0.10,1118.6814,1118681.4286,167817.9600,243.0015,243001.4548,5000,425436,0,1.0000,248.0100,ms and sec explicitly named
DCOA-TS,Scenario_100000,100000,1022,200,100,0,0.20,0.70,0.10,9597.8923,9597892.2857,1440294.4086,4645.4623,4645462.2584,100000,497690,0,1.0000,4633.1129,ms and sec explicitly named
DGWO,Scenario_5000,5000,1000,200,100,0,0.20,0.70,0.10,1831.1943,1831194.2857,274690.5554,305.6469,305646.8732,5000,9819,0,1.0000,276.0301,ms and sec explicitly named
DGWO,Scenario_5000,5000,1001,200,100,0,0.20,0.70,0.10,1963.0143,1963014.2857,294465.1921,297.3290,297329.0072,5000,9839,0,1.0000,273.8000,ms and sec explicitly named
DTSO-TS,Scenario_100000,100000,1003,200,100,0,0.20,0.70,0.10,54039.4894,54039489.4444,8106028.0077,7881.7705,7881770.4766,100000,222587,2092,1.0000,7865.6233,ms and sec explicitly named
DGWO,Scenario_5000,5000,1002,200,100,0,0.20,0.70,0.10,1780.3957,1780395.7143,267068.8358,298.6669,298666.8797,5000,9752,0,1.0000,273.8981,ms and sec explicitly named
DQN,Scenario_2000,2000,1020,0,0,200,0.20,0.70,0.10,887.9843,887984.2857,133208.4632,109.3182,109318.1626,2000,169911,3495,1.0000,113.4283,ms and sec explicitly named
DGWO,Scenario_5000,5000,1003,200,100,0,0.20,0.70,0.10,1673.8300,1673830.0000,251085.8993,298.9080,298908.0356,5000,9755,6392,1.0000,275.8129,ms and sec explicitly named
DGWO,Scenario_5000,5000,1004,200,100,0,0.20,0.70,0.10,1946.1871,1946187.1429,291938.1280,300.5892,300589.2288,5000,9728,6433,1.0000,271.2023,ms and sec explicitly named
